Title,Price,nom immobilier,nom quartier,espace en m²,nombre de pièces,nb de chambres,nb salle de bain,Vue_sur_mer,Vue_sur_les_montagnes,Etat,Cheminee,Standing,Chauffage_central,Meuble,Piscine,Cuisine_equipee,Climatisation,Terrasse,Jardin,Annees,Garage
Chott Meriem à Akouda,465000 TND,Immobilier Akouda,Chott Meriem,103 						m² ,, 1 Pièce , 2 Chambres ,Yes,,Nouveau,,Haut standing,Yes,,Yes,Yes,Yes,Yes,Yes,,
La Manouba à La Manouba,348000 TND,Immobilier La Manouba,La Manouba,127 						m² ,, 3 Chambres , 1 Salle de bain ,,,,,Haut standing,Yes,,,,Yes,,,,
Cité Ennasr 2 à Ariana Ville,480000 TND,Immobilier Ariana Ville,Cité Ennasr 2,254 						m² , 5 Pièces , 4 Chambres , 3 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,,
,,Immobilier neuf Tunisie,Voir l'annonce,Haut standing ,, En cours de construction , Livraison: 						décembre 2024,,,,,,,,,,,,,,
Cité Ennasr 2 à Ariana Ville,Prix à consulter,Immobilier Ariana Ville,Cité Ennasr 2,118 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,Yes,Nouveau,,,Yes,,,Yes,Yes,Yes,Yes,,Yes
Beni Khiar à Beni Khiar,270000 TND,Immobilier Beni Khiar,Beni Khiar,93 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,Yes,,Bon état,,,Yes,,Yes,Yes,Yes,Yes,,,
Ain Zaghouan Nord à La Marsa,250000 TND,Immobilier La Marsa,Ain Zaghouan Nord,2 Pièces ,, 1 Chambre , 1 Salle de bain ,,,Nouveau,,,Yes,,Yes,Yes,Yes,Yes,Yes,Moins d'un an,Yes
Sousse Corniche à Sousse Ville,250000 TND,Immobilier Sousse Ville,Sousse Corniche,105 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,,Yes
Cité El Wafa à Nabeul,322000 TND,Immobilier Nabeul,Cité El Wafa,85 						m² , 2 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,,,,,,,,,Yes
Nouvelle Ariana à Ariana Ville,150000 TND,Immobilier Ariana Ville,Nouvelle Ariana,112 						m² ,, 112 						m²,,,,,,,,,,,,Yes,,,
Les Jardins de Carthage à Le Kram,730000 TND,Immobilier Le Kram,Les Jardins de Carthage,172 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,5-10 ans,Yes
La Marsa à La Marsa,475000 TND,Immobilier La Marsa,La Marsa,98 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,Yes,,,Yes,Yes,,,,
Aouina à La Marsa,250000 TND,Immobilier La Marsa,Aouina,112 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,,Yes
Sousse Ville à Sousse Ville,240000 TND,Immobilier Sousse Ville,Sousse Ville,130 						m² , 4 Pièces , 3 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,Yes,,,,
Borj Cedria à Hammam Chatt,240000 TND,Immobilier Hammam Chatt,Borj Cedria,122 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,Yes,,,,
Cité El Wafa à Nabeul,258400 TND,Immobilier Nabeul,Cité El Wafa,68 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes
Sidi El Mahrsi à Nabeul,650000 TND,Immobilier Nabeul,Sidi El Mahrsi,133 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,,,Yes,Yes,,Yes,Yes,,Yes
Cité El Wafa à Nabeul,570000 TND,Immobilier Nabeul,Cité El Wafa,135 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,Yes,,Bon état,,,Yes,,,Yes,Yes,Yes,,,Yes
Sidi El Mahrsi à Nabeul,400000 TND,Immobilier Nabeul,Sidi El Mahrsi,97 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,Yes,,Bon état,,,,Yes,,Yes,,Yes,,,Yes
Bekalta,280000 TND,Immobilier Bekalta,,210 						m² , 4 Pièces , 3 Chambres , 1 Salle de bain ,,,Bon état,,,,,,Yes,,Yes,Yes,1-5 ans,
Aouina à La Marsa,385000 TND,Immobilier La Marsa,Aouina,118 						m² , 2 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,1-5 ans,Yes
Sousse Ville à Sousse Ville,220000 TND,Immobilier Sousse Ville,Sousse Ville,115 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,Yes,,Yes,Yes,Yes,,,
La Marsa à La Marsa,440000 TND,Immobilier La Marsa,La Marsa,3 Pièces ,, 2 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,Yes,,,Moins d'un an,Yes
Hergla,220000 TND,Immobilier Hergla,,87 						m² , 2 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,,,,,,Yes,,,
Ain Zaghouan Nord à La Marsa,370000 TND,Immobilier La Marsa,Ain Zaghouan Nord,2 Pièces ,, 1 Chambre , 1 Salle de bain ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,,
Les Jardins de Carthage à Le Kram,500000 TND,Immobilier Le Kram,Les Jardins de Carthage,4 Pièces ,, 3 Chambres , 3 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,,Yes
Hammamet à Hammamet,730000 TND,Immobilier Hammamet,Hammamet,288 						m² , 5 Pièces , 4 Chambres , 3 Salles de bains ,,,Nouveau,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes
La Soukra à La Soukra,450000 TND,Immobilier La Soukra,La Soukra,145 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,,Yes
Sahloul à Sousse Ville,Prix à consulter,Immobilier Sousse Ville,Sahloul,130 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,10-20 ans,
Beni Khiar à Beni Khiar,1330000 TND,Immobilier Beni Khiar,Beni Khiar,758 						m² , 5 Pièces , 5 Chambres , 5 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,Yes,,Yes
Riadh al Andalous à Ariana Ville,Prix à consulter,Immobilier Ariana Ville,Riadh al Andalous,50 						m² ,, 1 Chambre , 1 Salle de bain ,,,,,Haut standing,,Yes,,,,,,,Yes
Cité el Ghazela à Raoued,Prix à consulter,Immobilier Raoued,Cité el Ghazela,143 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,,
Les Jardins de Carthage à Le Kram,Prix à consulter,Immobilier Le Kram,Les Jardins de Carthage,119 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,Moins d'un an,
Les Berges Du Lac 1 à La Marsa,1190000 TND,Immobilier La Marsa,Les Berges Du Lac 1,280 						m² , 6 Pièces , 4 Chambres , 3 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,,Yes,10-20 ans,Yes
Cité el Ghazela à Raoued,Prix à consulter,Immobilier Raoued,Cité el Ghazela,124 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,Yes,,Yes,Yes,,,,
Les Jardins d'El Menzah 2 à Ariana Ville,374000 TND,Immobilier Ariana Ville,Les Jardins d'El Menzah 2,95 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Cité el Ghazela à Raoued,426000 TND,Immobilier Raoued,Cité el Ghazela,142 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,Moins d'un an,Yes
,,Immobilier neuf Tunisie,Voir l'annonce,En cours de construction ,, Livraison: 						juin 2025,,,,,,,,,,,,,,,
Les Jardins de Carthage à Le Kram,930000 TND,Immobilier Le Kram,Les Jardins de Carthage,163 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,,Yes
Les Jardins de Carthage à Le Kram,671000 TND,Immobilier Le Kram,Les Jardins de Carthage,116 						m² , 3 Pièces , 2 Chambres , 3 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,,Yes
La Marsa à La Marsa,450000 TND,Immobilier La Marsa,La Marsa,122 						m² ,, 2 Chambres , 1 Salle de bain ,,,Nouveau,,,,,,Yes,,,,,Yes
Khezama Ouest,199000 TND,Immobilier Khezama Ouest,,56 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,Yes,,Bon état,,,Yes,,,,Yes,Yes,,10-20 ans,
Salakta,280000 TND,Immobilier Salakta,,137 						m² ,, 137 						m²,,,,,Yes,,,,,,,Yes,Yes,,Yes
Bou Argoub,Prix à consulter,Immobilier Bou Argoub,,150 						m² , 3 Pièces , 3 Chambres , 1 Salle de bain ,,,À rénover,,,,,,,,Yes,,1-5 ans,Yes
Bab Alioua à Tunis,300000 TND,Immobilier Tunis,Bab Alioua,150 						m² , 3 Pièces , 3 Chambres , 2 Salles de bains ,,,Nouveau,,,,,,,,,,,
Chotrana 1 à La Soukra,595000 TND,Immobilier La Soukra,Chotrana 1,162 						m² , 2 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,,,,,,,Yes,,Yes
Aouina à La Marsa,325000 TND,Immobilier La Marsa,Aouina,141 						m² , 3 Pièces , 3 Chambres , 2 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,10-20 ans,Yes
Sousse Corniche,3200000 TND,Immobilier Sousse Corniche,,353 						m² , 46 Pièces , 42 Chambres , 40 Salles de bains ,Yes,,Bon état,,,Yes,Yes,,Yes,Yes,Yes,,,
Hammamet Nord à Hammamet,390000 TND,Immobilier Hammamet,Hammamet Nord,116 						m² ,, 116 						m²,,,,,,,,,,,Yes,Yes,,,Yes
El Manar 1 à El Menzah,410000 TND,Immobilier El Menzah,El Manar 1,154 						m² ,, 154 						m²,,,,,,,Yes,,,,,Yes,,,
Carthage Byrsa à Carthage,500000 TND,Immobilier Carthage,Carthage Byrsa,400 						m² , 2 Pièces , 4 Chambres , 2 Salles de bains ,,,Bon état,,,,,,Yes,,Yes,,,Yes
Aghir,Prix à consulter,Immobilier Aghir,,200 						m² , 2 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,,,,,,,Yes,5-10 ans,Yes
Yasmine Hammamet à Hammamet,620000 TND,Immobilier Hammamet,Yasmine Hammamet,107 						m² , 2 Pièces , 2 Chambres , 1 Salle de bain ,Yes,Yes,Nouveau,,,Yes,,Yes,Yes,Yes,Yes,,,
Cité El Wafa à Nabeul,350000 TND,Immobilier Nabeul,Cité El Wafa,90 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,,,,Yes,,Yes,,,Yes
La Soukra à La Soukra,440000 TND,Immobilier La Soukra,La Soukra,117 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,,
Les Jardins de Carthage à Le Kram,310000 TND,Immobilier Le Kram,Les Jardins de Carthage,50 						m² ,, 1 Pièce , 1 Chambre ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,,Yes
Aouina à La Marsa,316000 TND,Immobilier La Marsa,Aouina,77 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,,Yes
Ain Zaghouan Nord à La Marsa,572000 TND,Immobilier La Marsa,Ain Zaghouan Nord,121 						m² , 2 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,,Yes
Les Jardins de Carthage à Le Kram,Prix à consulter,Immobilier Le Kram,Les Jardins de Carthage,340 						m² , 5 Pièces , 4 Chambres , 4 Salles de bains ,,,Bon état,,,Yes,,Yes,Yes,Yes,Yes,,,Yes
Les Jardins de Carthage à Le Kram,290000 TND,Immobilier Le Kram,Les Jardins de Carthage,45 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,Yes,,Yes,,Yes
Aouina à La Marsa,190000 TND,Immobilier La Marsa,Aouina,50 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,,Yes,,,Yes,,Yes,,Moins d'un an,
El Mourouj 6 à El Mourouj,345000 TND,Immobilier El Mourouj,El Mourouj 6,128 						m² , 4 Pièces , 3 Chambres , 1 Salle de bain ,,,Bon état,,,,,,Yes,,,,,Yes
Sahloul à Sousse Ville,340000 TND,Immobilier Sousse Ville,Sahloul,150 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,10-20 ans,
Cité El Wafa à Nabeul,265000 TND,Immobilier Nabeul,Cité El Wafa,65 						m² ,, 1 Pièce , 1 Chambre ,,Yes,Nouveau,,,Yes,,Yes,Yes,Yes,Yes,,Moins d'un an,Yes
Ain Zaghouan Nord à La Marsa,400000 TND,Immobilier La Marsa,Ain Zaghouan Nord,144 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,Yes,,Yes,Yes,Yes,,5-10 ans,Yes
La Soukra à La Soukra,Prix à consulter,Immobilier La Soukra,La Soukra,61 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,,Yes,,Yes,Yes,Yes,Yes,Yes,Moins d'un an,Yes
Hammam Sousse à Hammam Sousse,210000 TND,Immobilier Hammam Sousse,Hammam Sousse,60 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,,
Chotrana 3 à La Soukra,Prix à consulter,Immobilier La Soukra,Chotrana 3,165 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
La Marsa à La Marsa,450000 TND,Immobilier La Marsa,La Marsa,150 						m² ,, 2 Chambres , 150 						m² ,,,,,,Yes,,,Yes,Yes,,,,
Aouina à La Marsa,450000 TND,Immobilier La Marsa,Aouina,190 						m² , 5 Pièces , 3 Chambres , 3 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,Yes,,Yes
Chott Meriem à Akouda,610000 TND,Immobilier Akouda,Chott Meriem,94 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,Yes,,Nouveau,,,Yes,,Yes,Yes,Yes,,Yes,,Yes
,,Immobilier neuf Tunisie,Voir l'annonce,Haut standing ,, En cours de construction , Livraison: 						décembre 2024,,,,,,,,,,,,,,
Sahloul à Sousse Jaouhara,330000 TND,Immobilier Sousse Jaouhara,Sahloul,120 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,,Yes
Bab Bhar à Tunis,225000 TND,Immobilier Tunis,Bab Bhar,130 						m² , 4 Pièces , 3 Chambres , 1 Salle de bain ,,,Bon état,,,,,,Yes,,Yes,,,
Les Jardins de Carthage à Le Kram,Prix à consulter,Immobilier Le Kram,Les Jardins de Carthage,118 						m² , 3 Pièces , 2 Chambres , 3 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,,Yes,Moins d'un an,
Hammamet à Hammamet,Prix à consulter,Immobilier Hammamet,Hammamet,82 						m² , 4 Pièces , 1 Chambre , 1 Salle de bain ,,,Bon état,,,,,Yes,,Yes,Yes,,,
Bekalta,280000 TND,Immobilier Bekalta,,120 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,,,,Yes,,Yes,Yes,1-5 ans,
Ain Zaghouan Nord à La Marsa,400000 TND,Immobilier La Marsa,Ain Zaghouan Nord,85 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,Yes,,,,
Bekalta,180000 TND,Immobilier Bekalta,,100 						m² , 4 Pièces , 2 Chambres , 1 Salle de bain ,Yes,,Bon état,,,,,,Yes,,Yes,,1-5 ans,
Bekalta,240000 TND,Immobilier Bekalta,,98 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,,Yes,,Yes,Yes,Yes,,,
Bekalta,180000 TND,Immobilier Bekalta,,100 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,Yes,,Bon état,,,,Yes,,Yes,Yes,Yes,,5-10 ans,
Bekalta,175000 TND,Immobilier Bekalta,,97 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,,,,Yes,Yes,Yes,,1-5 ans,
La Soukra à La Soukra,Prix à consulter,Immobilier La Soukra,La Soukra,100 						m² , 2 Pièces , 1 Chambre , 2 Salles de bains ,,,Nouveau,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes
Les Jardins de Carthage à Le Kram,680000 TND,Immobilier Le Kram,Les Jardins de Carthage,3 Pièces ,, 2 Chambres , 2 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,,
Centre Urbain Nord à Cité El Khadra,Prix à consulter,Immobilier Cité El Khadra,Centre Urbain Nord,83 						m² , 3 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,,Yes,,,,Yes,Yes,,10-20 ans,
Ariana à El Menzah,99000 TND,Immobilier El Menzah,Ariana,80 						m² ,, 80 						m²,,,,,,,,,,,,,,,
Cité El Agba à Monastir Ville,215000 TND,Immobilier Monastir Ville,Cité El Agba,58 						m² ,, 58 						m²,,,,,,,,,,,,,,,
La Marsa à La Marsa,525000 TND,Immobilier La Marsa,La Marsa,63 						m² , 2 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,,,,,,Yes,,,Yes
Bekalta,290000 TND,Immobilier Bekalta,,111 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,Yes,,Nouveau,,,,,,Yes,Yes,Yes,,Moins d'un an,
Bekalta,170000 TND,Immobilier Bekalta,,66 						m² , 4 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,,,,,,,,,1-5 ans,Yes
Monastir Ville à Monastir Ville,430000 TND,Immobilier Monastir Ville,Monastir Ville,99 						m² , 4 Pièces , 3 Chambres , 1 Salle de bain ,Yes,,Bon état,,,Yes,Yes,,,Yes,,,20-30 ans,
Neapolis à Nabeul,210000 TND,Immobilier Nabeul,Neapolis,70 						m² ,, 1 Pièce , 1 Chambre ,Yes,,Bon état,,,,Yes,,Yes,Yes,Yes,,5-10 ans,Yes
Bou Mhel à Boumhel Bassatine,300000 TND,Immobilier Boumhel Bassatine,Bou Mhel,104 						m² , 2 Pièces , 2 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,1-5 ans,
Ain Zaghouan Nord à La Marsa,525000 TND,Immobilier La Marsa,Ain Zaghouan Nord,63 						m² , 2 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,,,,,,Yes,,,Yes
La Marsa à La Marsa,1450000 TND,Immobilier La Marsa,La Marsa,510 						m² , 10 Pièces , 9 Chambres , 4 Salles de bains ,,,Bon état,,,,,,Yes,,Yes,Yes,,
Sidi Daoued à La Marsa,520000 TND,Immobilier La Marsa,Sidi Daoued,130 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,,
Les Jardins de Carthage à Le Kram,410000 TND,Immobilier Le Kram,Les Jardins de Carthage,70 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,,,Bon état,,,Yes,Yes,,Yes,Yes,,Yes,,Yes
République à Tunis,120000 TND,Immobilier Tunis,République,50 						m² , 2 Pièces , 1 Chambre , 2 Salles de bains ,,,À rénover,,,,,,,,Yes,,,
Les Jardins de Carthage à Le Kram,517500 TND,Immobilier Le Kram,Les Jardins de Carthage,93 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,Moins d'un an,
Chotrana 1 à La Soukra,425000 TND,Immobilier La Soukra,Chotrana 1,153 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Les Jardins d'El Menzah 1 à Ariana Ville,Prix à consulter,Immobilier Ariana Ville,Les Jardins d'El Menzah 1,103 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,,,
La Soukra à La Soukra,444000 TND,Immobilier La Soukra,La Soukra,103 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Ain Zaghouan Nord à La Marsa,Prix à consulter,Immobilier La Marsa,Ain Zaghouan Nord,97 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,Yes,Yes,,
Ennasr à Ariana Ville,255000 TND,Immobilier Ariana Ville,Ennasr,55 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,,Yes,,,,Yes,,,Yes
Ennasr,335000 TND,Immobilier Ennasr,,89 						m² ,, 89 						m²,,,,,,,Yes,,,Yes,Yes,Yes,,,Yes
,,Immobilier neuf Tunisie,Voir l'annonce,Haut standing ,, En cours de construction,,,,,,,,,,,,,,,
Les Jardins de Carthage à Le Kram,829000 TND,Immobilier Le Kram,Les Jardins de Carthage,143 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,Yes,1-5 ans,Yes
La Marsa,220000 TND,Immobilier La Marsa,,60 						m² ,, 60 						m²,,,,,,,,,,Yes,,,,,
Les Berges Du Lac 2 à La Marsa,970000 TND,Immobilier La Marsa,Les Berges Du Lac 2,211 						m² , 4 Pièces , 3 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,,Yes
Les Berges Du Lac 2 à La Marsa,950000 TND,Immobilier La Marsa,Les Berges Du Lac 2,172 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,Moins d'un an,Yes
Aouina à La Marsa,385000 TND,Immobilier La Marsa,Aouina,187 						m² , 5 Pièces , 4 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,,Yes,10-20 ans,Yes
El Kantaoui à Hammam Sousse,600000 TND,Immobilier Hammam Sousse,El Kantaoui,160 						m² ,, 1 Pièce , 3 Chambres ,Yes,,Nouveau,,,Yes,,Yes,Yes,Yes,Yes,Yes,Moins d'un an,Yes
Chott Meriem à Akouda,330000 TND,Immobilier Akouda,Chott Meriem,79 						m² , 2 Pièces , 1 Chambre , 1 Salle de bain ,Yes,,Bon état,,,Yes,,,Yes,Yes,Yes,Yes,1-5 ans,Yes
La Soukra à La Soukra,420000 TND,Immobilier La Soukra,La Soukra,147 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,,Yes
La Goulette à La Goulette,230000 TND,Immobilier La Goulette,La Goulette,65 						m² ,, 1 Chambre , 1 Salle de bain ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,,
La Goulette à La Goulette,250000 TND,Immobilier La Goulette,La Goulette,75 						m² ,, 1 Pièce , 1 Chambre ,,,Bon état,,,Yes,,,Yes,Yes,,,,
Hammamet Nord à Hammamet,250000 TND,Immobilier Hammamet,Hammamet Nord,42 						m² , 3 Pièces , 1 Chambre , 1 Salle de bain ,,,Nouveau,,,,,,,,,,,
Hammamet à Hammamet,Prix à consulter,Immobilier Hammamet,Hammamet,160 						m² , 6 Pièces , 3 Chambres , 2 Salles de bains ,,,Nouveau,,,,,,,,Yes,,,
Cité de la Plage à Hammam Sousse,490000 TND,Immobilier Hammam Sousse,Cité de la Plage,140 						m² , 3 Pièces , 3 Chambres , 1 Salle de bain ,,,Nouveau,,,Yes,,,,Yes,,,,Yes
Bekalta,580000 TND,Immobilier Bekalta,,230 						m² , 3 Pièces , 2 Chambres , 3 Salles de bains ,Yes,,Nouveau,,,,Yes,Yes,Yes,Yes,Yes,,Moins d'un an,
Bekalta,170000 TND,Immobilier Bekalta,,85 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,,Yes,,Yes,,Yes,,5-10 ans,
Bekalta,340000 TND,Immobilier Bekalta,,126 						m² , 3 Pièces , 2 Chambres , 2 Salles de bains ,Yes,Yes,Nouveau,,,Yes,,,Yes,,Yes,,Moins d'un an,
Bekalta,170000 TND,Immobilier Bekalta,,120 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,Yes,,Nouveau,,,,,,Yes,,Yes,,Moins d'un an,
Hergla,240000 TND,Immobilier Hergla,,80 						m² , 2 Pièces , 2 Chambres , 1 Salle de bain ,Yes,,Bon état,,,Yes,,,Yes,Yes,,,,
Cité Ennasr 2 à Ariana Ville,Prix à consulter,Immobilier Ariana Ville,Cité Ennasr 2,144 						m² , 4 Pièces , 3 Chambres , 3 Salles de bains ,,,Nouveau,,,Yes,Yes,,Yes,Yes,Yes,,,Yes
Menzel Jemil,240000 TND,Immobilier Menzel Jemil,,105 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,Yes,Yes,Nouveau,,,Yes,,,Yes,Yes,Yes,Yes,1-5 ans,Yes
Douar Hicher à Douar Hicher,Prix à consulter,Immobilier Douar Hicher,Douar Hicher,80 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Bon état,,,,,,,,,,,
Chotrana 1 à La Soukra,590000 TND,Immobilier La Soukra,Chotrana 1,105 						m² , 2 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,Yes,,,Yes,Yes,,Yes,,Yes
Sousse Riadh à Sousse Riadh,Prix à consulter,Immobilier Sousse Riadh,Sousse Riadh,3 Pièces ,, 2 Chambres , 1 Salle de bain ,,,Bon état,,,Yes,Yes,,Yes,Yes,Yes,Yes,,
Ain Zaghouan Nord à La Marsa,600000 TND,Immobilier La Marsa,Ain Zaghouan Nord,154 						m² , 3 Pièces , 2 Chambres , 1 Salle de bain ,,,Nouveau,,,Yes,,,Yes,Yes,,,,Yes
Ezzahra à Ezzahra,400000 TND,Immobilier Ezzahra,Ezzahra,137 						m² , 4 Pièces , 3 Chambres , 1 Salle de bain ,,,Nouveau,,,Yes,,,Yes,Yes,Yes,,,Yes
Bou Mhel à Boumhel Bassatine,410000 TND,Immobilier Boumhel Bassatine,Bou Mhel,130 						m² ,, 1 Pièce , 1 Chambre ,,,Bon état,,,Yes,,,Yes,Yes,Yes,,5-10 ans,Yes
Ennasr à Ariana Ville,460000 TND,Immobilier Ariana Ville,Ennasr,127 						m² , 4 Pièces , 3 Chambres , 2 Salles de bains ,,,Bon état,,,Yes,,,Yes,Yes,Yes,Yes,,Yes
Ennasr,358000 TND,Immobilier Ennasr,,114 						m² ,, 114 						m²,,,,,,,Yes,,,Yes,Yes,Yes,,,Yes
Les Jardins de Carthage à Le Kram,620000 TND,Immobilier Le Kram,Les Jardins de Carthage,132 						m² , 3 Pièces , 2 Chambres , 3 Salles de bains ,,,Nouveau,,Haut standing,Yes,,,Yes,Yes,,Yes,Moins d'un an,
